Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cp_numl;rc_clacul;cp_numt;cp_k404;cp_k405;cp_k406;cp_distancia_1;cp_distancia_2;cp_k408;cp_k409ha;cp_k410ha;cp_k411ha;cp_k412;cp_k416;cp_k417;cp_k418;cp_k420;cp_afecta_prod;cp_k422;cp_k423;cp_k424;cp_k426;cp_venmernac;cp_venmerint;cp_vencenacop;cp_rdproven1;cp_rdproven2;cp_rdproven3;cp_rdproven4;cp_rdproven5;cp_rdproven6;cp_sdrenaje;cp_psdrenaje;cp_riego;cp_superf_regada_ha;cp_porc_surc;cp_porc_aspe;cp_porc_micr;cp_porc_gote;cp_porc_nebu;cp_porc_otro;cp_aferti;cp_forg;cp_cant1_fo;cp_umed1_fo;cp_cant2_fo;cp_umed2_fo;cp_cant3_fo;cp_umed3_fo;cp_fqui;cp_cantidad_npk_fq;cp_umed_npk_fq;cp_cantidad_nit_fq;cp_umed_nit_fq;cp_cantidad_fq;cp_umed_fq;cp_cantidad_pot_fq;cp_umed_pot_fq;cp_apliplagui;cp_porg;cp_cantidad_po;cp_umed_po;cp_pqui;cp_cantidad_her_pq;cp_umed_her_pq;cp_color_her_pq;cp_cantidad_ins_pq;cp_umed_ins_pq;cp_color_ins_pq;cp_cantidad_fun_pq;cp_umed_fun_pq;cp_color_fun_pq;cp_cantidad_pq;cp_umed_pq;cp_color_pq;cp_trabocacont;cp_trabfami;cp_nclavr;cp_trs;cp_trc;cp_tro;cp_znd;cp_tn;cp_prod;ventas;superdida;cp_sequia;cp_helada;cp_plagas;cp_enfermedades;cp_inundacion;cp_otra;cp_edad;edad1;edad2;edad3;cp_vcomún;cp_vmejorada;cp_vhibrinacio;cp_vhibrinterna;cp_sriego;cp_sufertilizantes;cp_sufitosanitario;nuevacondicion;fact_exp_fin
10035202000200004;IMBABURA;02;00020;0004;3;CACAO CCN51 O RAMILLA (ALMENDRA SECA);2;2;1;1;3,5;3,5;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;100;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;157,5;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;6,75;LITRO;AZUL;,15;LITRO;AMARILLO;,5;KILOGRAMO;AZUL; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1; ; ; ;1;1;ASOCIADO;10,4941022614714
10035202000200004;IMBABURA;02;00020;0004;4;CACAO CCN51 O RAMILLA (ALMENDRA SECA);3;2;2;0;3,5;3,5;2;,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;100;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;157,5;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;3,37;LITRO;AZUL;,07;LITRO;AMARILLO;,5;KILOGRAMO;AZUL; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,5; ; ; ;,5; ; ; ;,5;,5;ASOCIADO;14,5500795264792
10035202000200005;IMBABURA;02;00020;0005;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;6;4;4;2;8;8;8; ;60;QUINTAL;100;ALMENDRA SECA;2;60;QUINTAL;100;ALMENDRA SECA;100; ;1; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;8;LITRO;AZUL;2,25;LITRO;AMARILLO; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,72727272727273;2,72727272727273; ; ; ; ; ; ; ;6;8; ; ; ;8; ; ; ;8;8;SOLO;,400956842261228
10035202000200006;IMBABURA;02;00020;0006;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;2;3,5;3,5;2;4;4;3;6;48;QUINTAL;100;ALMENDRA SECA;2;48;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2400;KILOGRAMO; ; ; ; ; ; ;SI;SI;160;LITRO;SI;4;LITRO;VERDE; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,18181818181818;2,18181818181818;1; ; ; ; ; ;1;2;4; ; ; ;4; ; ; ;4;4;SOLO;4,97482049098509
10035202000200009;IMBABURA;02;00020;0009;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;1;3;3;2;1,5;1,5;1,5; ;60;QUINTAL;100;ALMENDRA SECA;7;60;QUINTAL;100;ALMENDRA SECA;100; ;1; ; ; ; ; ; ;1;100;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;135;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AZUL;2,4;LITRO;AMARILLO;6;KILOGRAMO;AMARILLO; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,72727272727273;2,72727272727273; ; ; ; ; ; ; ;1;1,5; ; ; ;1,5; ; ; ;1,5;1,5;SOLO;8,89805291070504
10035202000200009;IMBABURA;02;00020;0009;2;CACAO CCN51 O RAMILLA (ALMENDRA SECA);2;1; ;1;4;4;2;,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1;,5; ; ; ;,5; ; ; ; ; ;SOLO;2,86853314114337
10035202000200010;IMBABURA;02;00020;0010;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;0;3,5;3,5;2;2,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;2,15; ; ; ;2,15; ; ; ; ;2,15;SOLO;10,0581232338061
10035202000200010;IMBABURA;02;00020;0010;2;CACAO CCN51 O RAMILLA (ALMENDRA SECA);2;1; ;0;3,5;3,5;2;,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,75; ; ; ;,75; ; ; ; ;,75;SOLO;15,5090227578038
10035202000200011;IMBABURA;02;00020;0011;2;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;2;1;0;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;100;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;75;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;3;KILOGRAMO;AZUL; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;2; ; ; ;2; ; ; ;2;2;ASOCIADO;8,37381447872818
10035202000200012;IMBABURA;02;00020;0012;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;3;3;3;2;2,5;2,5;2,5; ;72;QUINTAL;100;ALMENDRA SECA;7;72;QUINTAL;100;ALMENDRA SECA;100; ;1; ; ; ; ; ; ;1;100;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;350;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;10;LITRO;AZUL;1,5;LITRO;AMARILLO;24;KILOGRAMO;AMARILLO; ; ; ;1; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,27272727272727;3,27272727272727; ; ; ; ; ; ; ;3;2,5; ; ; ;2,5; ; ; ;2,5;2,5;SOLO;4,8314975408383
10035202000280001;IMBABURA;02;00028;0001;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);2;1; ;5;3,5;3,5;2;1;1;1; ;24;QUINTAL;100;ALMENDRA SECA;1;24;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AZUL;,3;LITRO;NO SABE;,5;KILOGRAMO;AZUL; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,09090909090909;1,09090909090909; ; ; ; ; ; ; ;5;1; ; ; ;1; ; ; ;1;1;SOLO;3,29230676545587
10035202000280001;IMBABURA;02;00028;0001;3;CACAO CCN51 O RAMILLA (ALMENDRA SECA);4;1; ;5;3,5;3,5;2;1;1;1; ;24;QUINTAL;100;ALMENDRA SECA;1;24;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AZUL;,3;LITRO;NO SABE;,5;KILOGRAMO;AZUL; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,09090909090909;1,09090909090909; ; ; ; ; ; ; ;5;1; ; ; ;1; ; ; ;1;1;SOLO;6,46093116584094
10035202000420003;IMBABURA;02;00042;0003;2;CACAO CCN51 O RAMILLA (ALMENDRA SECA);2;1; ;4;3;3;2;2;2;2; ;72;QUINTAL;100;ALMENDRA SECA;7;72;QUINTAL;100;ALMENDRA SECA;100; ;1; ; ; ; ; ; ;1;100;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;18;LITRO;AMARILLO;1;LITRO;AMARILLO; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,27272727272727;3,27272727272727; ; ; ; ; ; ; ;4;2; ; ; ;2; ; ; ;2;2;SOLO;11,3969372988448
10035202000420003;IMBABURA;02;00042;0003;4;CACAO CCN51 O RAMILLA (ALMENDRA SECA);3;2;1;0;3;3;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;100;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;9;LITRO;AMARILLO;,5;LITRO;AMARILLO; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;1; ; ; ;1; ; ; ;1;1;ASOCIADO;12,09240520085
10035202000420003;IMBABURA;02;00042;0003;6;CACAO CCN51 O RAMILLA (ALMENDRA SECA);4;2;2;2;3;3;2;5;5;5; ;96;QUINTAL;100;ALMENDRA SECA;6;96;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;1;100;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;45;LITRO;AMARILLO;2,5;LITRO;AMARILLO; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,36363636363636;4,36363636363636; ; ; ; ; ; ; ;2;5; ; ; ;5; ; ; ;5;5;ASOCIADO;4,27018273437273
10035202000420003;IMBABURA;02;00042;0003;7;CACAO CCN51 O RAMILLA (ALMENDRA SECA);5;1; ;10;3;3;2;2;2;2; ;72;QUINTAL;100;ALMENDRA SECA;7;72;QUINTAL;100;ALMENDRA SECA;100; ;1; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;18;LITRO;AMARILLO;1;LITRO;AMARILLO; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,27272727272727;3,27272727272727; ; ; ; ; ; ; ;10; ;2; ; ;2; ; ; ;2;2;SOLO;6,23172614803118
10035202000480001;IMBABURA;02;00048;0001;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;16;3;3;2;1,24;1,24;1,24; ;48;QUINTAL;100;ALMENDRA SECA;7;48;QUINTAL;100;ALMENDRA SECA;100; ;1; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ;1;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,18181818181818;2,18181818181818; ; ; ; ; ; ; ;16; ;1,24; ; ;1,24; ; ; ;1,24;1,24;SOLO;2,67329331057391
10035202000480002;IMBABURA;02;00048;0002;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;8;3;3;2;1,5;1,5;1,5; ;36;QUINTAL;100;ALMENDRA SECA;2;36;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;SI; ; ; ; ;30,32;LITRO;SI;833;LIBRA; ; ; ; ; ; ;SI;NO; ; ;SI;12;LITRO;NO SABE;1,5;LITRO;NO SABE;4;LITRO;NO SABE; ; ; ; ;1;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,63636363636364;1,63636363636364; ; ; ; ; ; ; ;8;1,5; ; ; ;1,5; ; ; ;1,5;1,5;SOLO;7,9719501126582
10035202000480003;IMBABURA;02;00048;0003;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);2;1; ;8;3;3;2;,75;,75;,75; ;10;QUINTAL;100;ALMENDRA SECA;7;10;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,454545454545455;,454545454545455; ; ; ; ; ; ; ;8;,75; ; ; ;,75; ; ; ;,75; ;SOLO;11,883977511564
10035202000480004;IMBABURA;02;00048;0004;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);2;2;1;0;4;4;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;NO SABE; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;1; ; ; ;1; ; ; ; ;1;ASOCIADO;12,7255411172838
10035202000480004;IMBABURA;02;00048;0004;3;CACAO CCN51 O RAMILLA (ALMENDRA SECA);3;1; ;6;4;4;2;4;4;4; ;32;QUINTAL;100;ALMENDRA SECA;2;32;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;250;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;16;LITRO;NO SABE;8;LITRO;NO SABE; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,45454545454545;1,45454545454545; ; ; ; ; ; ; ;6;4; ; ; ;4; ; ; ;4;4;SOLO;4,24765487502055
10035202000480005;IMBABURA;02;00048;0005;2;CACAO CCN51 O RAMILLA (ALMENDRA SECA);2;1; ;17;4;4;2;1;1;1; ;30;QUINTAL;100;ALMENDRA SECA;2;30;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;12;LITRO;NO SABE; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,36363636363636;1,36363636363636; ; ; ; ; ; ; ;17; ;1; ; ;1; ; ; ;1;1;SOLO;8,93359686118481
10035202000480006;IMBABURA;02;00048;0006;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;10;3;4;2;7;7;7; ;144;QUINTAL;100;ALMENDRA SECA;2;144;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;750;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;14;KILOGRAMO;AZUL;21;LITRO;NO SABE;1,75;LITRO;NO SABE; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,54545454545455;6,54545454545455; ; ; ; ; ; ; ;10; ;7; ; ;7; ; ; ;7;7;SOLO;3,62913787758744
10035202000480007;IMBABURA;02;00048;0007;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;12;2,5;3;2;3;3;3; ;36;QUINTAL;100;ALMENDRA SECA;2;36;QUINTAL;100;ALMENDRA SECA;100; ;1; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;750;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;12;KILOGRAMO;AZUL;7;LITRO;AMARILLO; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,63636363636364;1,63636363636364; ; ; ; ; ; ; ;12; ;3; ; ;3; ; ; ;3;3;SOLO;9,95446717605485
10035202000480008;IMBABURA;02;00048;0008;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;0;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;12;KILOGRAMO;AMARILLO;3;LITRO;AZUL; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;2; ; ; ;2; ; ; ;2;2;SOLO;7,50879564769072
10035202000480010;IMBABURA;02;00048;0010;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;7;3,5;3;2;2;2;2; ;30;QUINTAL;100;ALMENDRA SECA;2;30;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;16;LITRO;AMARILLO;10,8;LITRO;AZUL;36;LITRO;AZUL; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,36363636363636;1,36363636363636; ; ; ; ; ; ; ;7;2; ; ; ;2; ; ; ;2;2;SOLO;9,96771885802672
10035202000480011;IMBABURA;02;00048;0011;2;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;2;1;10;3,5;3,75;2;3;3;3; ;51;QUINTAL;100;ALMENDRA SECA;2;51;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;853,2;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;6;KILOGRAMO;AMARILLO;3;LITRO;AMARILLO;18;KILOGRAMO;NO SABE; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,31818181818182;2,31818181818182; ; ; ; ; ; ; ;10; ;3; ; ;3; ; ; ;3;3;ASOCIADO;3,95063723773744
10035202000480013;IMBABURA;02;00048;0013;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;10;3;3;2;1;1;1; ;22;QUINTAL;100;ALMENDRA SECA;2;22;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;NO SABE;1;LITRO;AZUL; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1; ; ; ; ; ; ; ;10; ;1; ; ;1; ; ; ;1;1;SOLO;8,7402204650027
10035202000480014;IMBABURA;02;00048;0014;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;6;2;2;2;,6;,6;,6; ;10;QUINTAL;100;ALMENDRA SECA;2;10;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;1,5;LITRO;NO SABE;,2;LITRO;NO SABE; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,454545454545455;,454545454545455; ; ; ; ; ; ; ;6;,6; ; ; ;,6; ; ; ;,6;,6;SOLO;11,8987016026439
10035202000480015;IMBABURA;02;00048;0015;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;6;2;1;2;,6;,6;,6; ;12;QUINTAL;100;ALMENDRA SECA;2;12;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;24;LITRO; ; ; ; ; ; ;SI;NO; ; ;SI;3,9;LITRO;NO SABE; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,545454545454545;,545454545454545; ; ; ; ; ; ; ;6;,6; ; ; ;,6; ; ; ;,6;,6;SOLO;10,8222069436944
10035202000480016;IMBABURA;02;00048;0016;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;7;3;3;2;1,25;1,25;1,25; ;72;QUINTAL;100;ALMENDRA SECA;2;72;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;4;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI;6;KILOGRAMO;AZUL;6;LITRO;AZUL; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,27272727272727;3,27272727272727; ; ; ; ; ; ; ;7;1,25; ; ; ;1,25; ; ; ;1,25;1,25;SOLO;2,09749585462913
10035202000960003;IMBABURA;02;00096;0003;2;CACAO CCN51 O RAMILLA (ALMENDRA SECA);2;1; ;15;3,5;3,5;2;1;1;1; ;15;QUINTAL;100;ALMENDRA SECA;2;15;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;SI;2800;KILOGRAMO; ; ; ; ;SI;600;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;6;KILOGRAMO;AMARILLO; ; ; ;8;KILOGRAMO;AZUL; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,681818181818182;,681818181818182; ; ; ; ; ; ; ;15; ;1; ; ;1; ; ; ;1;1;SOLO;10,3961899084505
10035202000960003;IMBABURA;02;00096;0003;3;CACAO CCN51 O RAMILLA (ALMENDRA SECA);3;1; ;20;3,5;3,5;2;3;3;3; ;50;QUINTAL;100;ALMENDRA SECA;2;50;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;SI;8400;KILOGRAMO; ; ; ; ;SI;1800;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;18;KILOGRAMO;AMARILLO; ; ; ;24;KILOGRAMO;AZUL; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,27272727272727;2,27272727272727; ; ; ; ; ; ; ;20; ; ;3; ;3; ; ; ;3;3;SOLO;7,14020256765831
10015504000020011;IMBABURA;04;00002;0011;2;CACAO CCN51 O RAMILLA (ALMENDRA SECA);2;1; ;4;3;3;1;,5;,5;,5; ;5;QUINTAL;100;ALMENDRA SECA;7;5;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,227272727272727;,227272727272727; ; ; ; ; ; ; ;4;,5; ; ;,5; ; ; ; ; ; ;SOLO;29,2843941751291
10015504000020026;IMBABURA;04;00002;0026;2;CACAO CCN51 O RAMILLA (ALMENDRA SECA);3;1; ;6;6;6;2;,5;,5;,5; ;4;QUINTAL;100;ALMENDRA SECA;7;4;QUINTAL;100;ALMENDRA SECA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;SI;11;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,181818181818182;,181818181818182; ; ; ; ; ; ; ;6;,5; ; ; ;,5; ; ; ;,5; ;SOLO;16,808942245656
11095201066730002;LOJA;01;06673;0002;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;1; ;1;3;3;2;2,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;SI;2,5; ;100; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;20;LITRO;AZUL; ; ; ; ; ; ; ; ; ;0;0;CACAO (ALMENDRA SECA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1;2,5; ; ; ;2,5; ; ;2,5; ;2,5;SOLO;6,10216544475937
