Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vgv_ncmterne;vgv_ncmtoret;vgv_ncmtoros;vgv_nchterne;vgv_nchvacon;vgv_nchvacas;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;subtotal_machos;subtotal_hembras;TOTAL;fact_exp_fin
18085501002120002;TUNGURAHUA;01;00212;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;65,9164318079352
18085501002120003;TUNGURAHUA;01;00212;0003; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;59,2985673678699
18085501002120004;TUNGURAHUA;01;00212;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,341369703316427
18085501002120005;TUNGURAHUA;01;00212;0005; ; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;18,2824264665572
18085501002120007;TUNGURAHUA;01;00212;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;43,5649377628193
18085501002120008;TUNGURAHUA;01;00212;0008;3; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;71,4405002549862
18085501002120009;TUNGURAHUA;01;00212;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;10,5876330710413
18085501002120010;TUNGURAHUA;01;00212;0010; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;20,4444418817856
18085501002120012;TUNGURAHUA;01;00212;0012; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;2,39684493221406
18085501002120013;TUNGURAHUA;01;00212;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,2061136716992
18016701002710001;TUNGURAHUA;01;00271;0001; ; ;2; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;3;5,45349148611206
18016701002710002;TUNGURAHUA;01;00271;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;42,8030708067128
18016701002710005;TUNGURAHUA;01;00271;0005; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;39,1825749553306
18016701002710006;TUNGURAHUA;01;00271;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;85,4396213696343
18016701002710008;TUNGURAHUA;01;00271;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;46,5274262297945
18016701002710015;TUNGURAHUA;01;00271;0015; ; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;30,8493223325759
18016701002710017;TUNGURAHUA;01;00271;0017; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,436194620904323
18016701002710018;TUNGURAHUA;01;00271;0018; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,65838259556894
18016701002710022;TUNGURAHUA;01;00271;0022; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;39,5624286260989
18016701002710023;TUNGURAHUA;01;00271;0023; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;64,2894588036082
18016701002710025;TUNGURAHUA;01;00271;0025; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;48,8226407826482
18016701002710028;TUNGURAHUA;01;00271;0028; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;4,37477546259924
18016701003390006;TUNGURAHUA;01;00339;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,514086517494381
18016701004270001;TUNGURAHUA;01;00427;0001;10; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10; ;10;9,81437897034728
18085501004430003;TUNGURAHUA;01;00443;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;52,7949080949479
18085501004430006;TUNGURAHUA;01;00443;0006; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;19,4418173888784
18085501004430007;TUNGURAHUA;01;00443;0007;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;22,900217597477
18085501004430015;TUNGURAHUA;01;00443;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,80067068046286
18085501004430016;TUNGURAHUA;01;00443;0016; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;36,2405030868009
18085501004430021;TUNGURAHUA;01;00443;0021; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,74477848361729
18085501004430025;TUNGURAHUA;01;00443;0025;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;64,624656390425
18085501004430026;TUNGURAHUA;01;00443;0026; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;36,96412148282
18085501005420001;TUNGURAHUA;01;00542;0001;10; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10; ;10;2,94200781645623
18085501005420002;TUNGURAHUA;01;00542;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;25,2581850577886
18085501005560002;TUNGURAHUA;01;00556;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,45574959625296
18016701007440001;TUNGURAHUA;01;00744;0001; ; ; ; ;10;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;15;15;13,8069068232452
18016701007520001;TUNGURAHUA;01;00752;0001; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;57,0842084694859
18016701007520010;TUNGURAHUA;01;00752;0010; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;37,0551937727003
18016701007520011;TUNGURAHUA;01;00752;0011; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;50,2474493892403
18016701007520015;TUNGURAHUA;01;00752;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;17,6620686163756
18016701007520018;TUNGURAHUA;01;00752;0018;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;,800756165565583
18016701007520019;TUNGURAHUA;01;00752;0019; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;60,9311013338409
18016701007520025;TUNGURAHUA;01;00752;0025; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;61,7249544290137
18016701007520032;TUNGURAHUA;01;00752;0032; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;40,3195558180152
18016701007520036;TUNGURAHUA;01;00752;0036; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,3193001973348
18016701007520040;TUNGURAHUA;01;00752;0040; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;20,9183041801734
18016701007520047;TUNGURAHUA;01;00752;0047; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;44,3233366458431
18085001008810001;TUNGURAHUA;01;00881;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;31,3748559464753
18085001008810002;TUNGURAHUA;01;00881;0002;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;20,1613211406359
18085001008810004;TUNGURAHUA;01;00881;0004;4; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4;1;5;5,57139493064158
18085001008810006;TUNGURAHUA;01;00881;0006;2; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;3;36,8782724946382
18085001008810007;TUNGURAHUA;01;00881;0007;3; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;1;4;31,2116685670846
18085001008810008;TUNGURAHUA;01;00881;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;108,525221680996
18085001008810010;TUNGURAHUA;01;00881;0010;45;5; ;3;12;13;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50;28;78;,021750785826175
18085001008810011;TUNGURAHUA;01;00881;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,233582219494265
18085001008810012;TUNGURAHUA;01;00881;0012;4; ; ; ; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4;5;9;5,22971691957172
18085001009330005;TUNGURAHUA;01;00933;0005; ; ;1; ;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;2;3;60,5741573551482
18085001009330008;TUNGURAHUA;01;00933;0008; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;30,4311616396003
18085001009330010;TUNGURAHUA;01;00933;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;45,6887268164297
18085001009330011;TUNGURAHUA;01;00933;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;57,8709932389443
18085001009330014;TUNGURAHUA;01;00933;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;63,5240489825811
18085001009330017;TUNGURAHUA;01;00933;0017; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;48,2469180687217
18085001009330018;TUNGURAHUA;01;00933;0018; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;29,5472288092122
18085001009330019;TUNGURAHUA;01;00933;0019; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;59,8765535019746
18085001009330020;TUNGURAHUA;01;00933;0020; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;44,4295378149689
18085001009330023;TUNGURAHUA;01;00933;0023; ; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;75,9748395586883
18085001009330024;TUNGURAHUA;01;00933;0024; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,3352502370985
18085001009330025;TUNGURAHUA;01;00933;0025; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;67,2746319163976
18085001009330027;TUNGURAHUA;01;00933;0027; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;70,0661316056966
18085001009330030;TUNGURAHUA;01;00933;0030; ; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;41,6020619687498
18085001009330033;TUNGURAHUA;01;00933;0033; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;13,7401305584862
18085301010750001;TUNGURAHUA;01;01075;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;21,6620959427562
18085301010750002;TUNGURAHUA;01;01075;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;64,7655541767012
18085301010750003;TUNGURAHUA;01;01075;0003; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;14,5439749312956
18085301010750005;TUNGURAHUA;01;01075;0005;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;57,332330485112
18085301010750008;TUNGURAHUA;01;01075;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,63689542279289
18085301010750010;TUNGURAHUA;01;01075;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,91920866882535
18085301010750011;TUNGURAHUA;01;01075;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;68,9249814546103
18085301010750012;TUNGURAHUA;01;01075;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;38,71772503802
18085301010750013;TUNGURAHUA;01;01075;0013; ; ; ; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3;3;58,8033968441118
18015401012350002;TUNGURAHUA;01;01235;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;18,7321356643912
18015401012350003;TUNGURAHUA;01;01235;0003; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;52,1192819292871
18015401012350005;TUNGURAHUA;01;01235;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;54,8909167093324
18015401012350009;TUNGURAHUA;01;01235;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;53,8117324402759
18015401012350010;TUNGURAHUA;01;01235;0010; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;57,6890587987505
18085301012690001;TUNGURAHUA;01;01269;0001;3; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;29,9832251598343
18085301012690002;TUNGURAHUA;01;01269;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;27,3680051483573
18085301012690003;TUNGURAHUA;01;01269;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;18,8051964549573
18085301012690004;TUNGURAHUA;01;01269;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;19,3677372233981
18085301012880001;TUNGURAHUA;01;01288;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,408662561676119
18085701013450001;TUNGURAHUA;01;01345;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;35,0895504532769
18085701013450004;TUNGURAHUA;01;01345;0004; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;67,4738554211376
18085701013450006;TUNGURAHUA;01;01345;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;48,8674286231875
18085701013450007;TUNGURAHUA;01;01345;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;66,054619246504
18085701013450008;TUNGURAHUA;01;01345;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;82,9881237165712
18085701013450010;TUNGURAHUA;01;01345;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;70,8271015693396
18085701013450011;TUNGURAHUA;01;01345;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;79,7418291340717
18085701013450014;TUNGURAHUA;01;01345;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;74,4257071918002
18085701013450015;TUNGURAHUA;01;01345;0015;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;85,7243595249469
18085701013450016;TUNGURAHUA;01;01345;0016; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;75,4113392678821
18085701013450017;TUNGURAHUA;01;01345;0017; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;86,2336318904993
18085701013450018;TUNGURAHUA;01;01345;0018; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,0932769409964
18085701013450019;TUNGURAHUA;01;01345;0019; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,99728871034019
18085701013450020;TUNGURAHUA;01;01345;0020; ; ;1; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;70,9724997763077
18085701013450021;TUNGURAHUA;01;01345;0021; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;70,5210617949954
18085701013450022;TUNGURAHUA;01;01345;0022; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;28,1254656603934
18085701013450025;TUNGURAHUA;01;01345;0025; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;80,6712210820212
18085701013450026;TUNGURAHUA;01;01345;0026; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;83,1885455581817
18085701013450027;TUNGURAHUA;01;01345;0027; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;75,3780156535349
18085701013450030;TUNGURAHUA;01;01345;0030; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;73,1748549700893
18085701013450031;TUNGURAHUA;01;01345;0031; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;82,4485725405762
18085701013450032;TUNGURAHUA;01;01345;0032; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;76,119855942634
18015401014030001;TUNGURAHUA;01;01403;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;57,2633231329768
18015401014030003;TUNGURAHUA;01;01403;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;54,4130534750547
18015401014030004;TUNGURAHUA;01;01403;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;75,4666261735037
18015401014030007;TUNGURAHUA;01;01403;0007; ; ; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;49,0500851206912
18015401014030008;TUNGURAHUA;01;01403;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;88,9165957997275
18015401014030011;TUNGURAHUA;01;01403;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;35,0054977522109
18015401014030012;TUNGURAHUA;01;01403;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,84098550183799
18015301015200003;TUNGURAHUA;01;01520;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;87,1514411179035
18015301015200005;TUNGURAHUA;01;01520;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;82,8618323252623
18015301015200007;TUNGURAHUA;01;01520;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;67,5796631198272
18015301015200011;TUNGURAHUA;01;01520;0011; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;69,1429674909245
18085701015790001;TUNGURAHUA;01;01579;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;21,6631969147561
18085701015790006;TUNGURAHUA;01;01579;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;47,16354338528
18085701015790010;TUNGURAHUA;01;01579;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;34,3503263962155
18085701015790011;TUNGURAHUA;01;01579;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;8,47308051106649
18085701015790012;TUNGURAHUA;01;01579;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,97577003395786
18085701015790013;TUNGURAHUA;01;01579;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;74,0455727950614
18085701015790015;TUNGURAHUA;01;01579;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;78,3822160929516
18085701015790019;TUNGURAHUA;01;01579;0019; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;99,4290059972088
18085701015790024;TUNGURAHUA;01;01579;0024; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;69,7983135983251
18085701017040001;TUNGURAHUA;01;01704;0001; ; ; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;12,3141096824528
18085701017040005;TUNGURAHUA;01;01704;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;118,514078499705
18085701017040008;TUNGURAHUA;01;01704;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;21,2644877690858
18085701017040010;TUNGURAHUA;01;01704;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;86,0393889733779
18085701017040021;TUNGURAHUA;01;01704;0021; ; ; ; ;4; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;4;4;2,82699594353869
18085701017040029;TUNGURAHUA;01;01704;0029; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;117,964986447508
18085701017040038;TUNGURAHUA;01;01704;0038; ; ; ; ; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;4;4;40,9758583273759
18085701017040040;TUNGURAHUA;01;01704;0040; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;40,8684619245017
18085701017040041;TUNGURAHUA;01;01704;0041; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;65,9324946213074
18085701017040042;TUNGURAHUA;01;01704;0042; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;114,064893366481
18085701017040043;TUNGURAHUA;01;01704;0043; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;109,008266835256
18085701017040044;TUNGURAHUA;01;01704;0044; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,22563539001064
18085701017040047;TUNGURAHUA;01;01704;0047; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;10,294193053342
18085701017040052;TUNGURAHUA;01;01704;0052; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;18,82906780237
18085701017040055;TUNGURAHUA;01;01704;0055; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,45398206968108
18085701017040057;TUNGURAHUA;01;01704;0057; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;99,5458438420939
18085701017040062;TUNGURAHUA;01;01704;0062; ; ; ;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;107,5946731564
18085701017040067;TUNGURAHUA;01;01704;0067; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,8160556715045
18085701017040070;TUNGURAHUA;01;01704;0070; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;40,0010294397488
18085701017040071;TUNGURAHUA;01;01704;0071; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;113,107688503941
18085701017040078;TUNGURAHUA;01;01704;0078; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;34,0958795340213
18085701019780003;TUNGURAHUA;01;01978;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;63,5247362640216
18085701019780004;TUNGURAHUA;01;01978;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;36,7971055978507
18085701019780009;TUNGURAHUA;01;01978;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,52629384607088
18085701019780010;TUNGURAHUA;01;01978;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,7686071515145
18085701019780011;TUNGURAHUA;01;01978;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,51470327659622
18085701019780012;TUNGURAHUA;01;01978;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,0467351379540347
18085701019780015;TUNGURAHUA;01;01978;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;70,6470799066619
18085701019780019;TUNGURAHUA;01;01978;0019; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;68,9284865899569
18085701020200003;TUNGURAHUA;01;02020;0003;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;21,6393425214254
18085701020200004;TUNGURAHUA;01;02020;0004; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;4,8487705627311
18085701020200005;TUNGURAHUA;01;02020;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;76,7822671140588
18085701020200006;TUNGURAHUA;01;02020;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;42,7657259080703
18085701020200008;TUNGURAHUA;01;02020;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;77,2033616173702
18085701020200011;TUNGURAHUA;01;02020;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;82,2897929052196
18085701020200012;TUNGURAHUA;01;02020;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;39,0661006887051
18085701020200013;TUNGURAHUA;01;02020;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;24,3781138459357
18085701020200014;TUNGURAHUA;01;02020;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;28,5688675200052
18085701020200015;TUNGURAHUA;01;02020;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;95,8946611894349
