Identificador;ual_prov;ual_estr;ual_segm;al_ncues;gv_superficie_ha;gv_k1001;gv_k1002;gv_k1003;gv_trs;gv_trc;gv_tro;gv_znd;gv_tn;fact_exp_fin
10045701138090011;IMBABURA;01;13809;0011;1,2;27;5;22;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,88712949597026
10045701138090012;IMBABURA;01;13809;0012;2;11;3;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,05636071819254
10045301143610013;IMBABURA;01;14361;0013;,32;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;197,2471043091
10015103004370002;IMBABURA;03;00437;0002;13,05;10;2;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,6622972157983
10015103004370006;IMBABURA;03;00437;0006;12,5;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,0867118006626
10015103004380008;IMBABURA;03;00438;0008;2,2;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;78,1285965088433
10015103004380028;IMBABURA;03;00438;0028;13,05;10;2;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,9564485185835
10015261000993220;IMBABURA;61;00099;3220;404;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
11115701004260001;LOJA;01;00426;0001;35,32;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,4308738377596
11115701004360001;LOJA;01;00436;0001;18,72;15;5;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,9009474964703
11115701004870001;LOJA;01;00487;0001;35,32;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,8176881805175
11115401010690002;LOJA;01;01069;0002;16,02;10;4;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,8142287411234
11115101013530001;LOJA;01;01353;0001;14,02;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,5952736900089
11115101013770002;LOJA;01;01377;0002;12,57;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,0830678612151
11115101013770003;LOJA;01;01377;0003;5,04;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,34213718333609
11115901015820004;LOJA;01;01582;0004;6,55;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,49978119287857
11115901015820006;LOJA;01;01582;0006;1,12;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,1640129558503
11115901015820008;LOJA;01;01582;0008;1,69;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,6432920749328
11115901015820011;LOJA;01;01582;0011;,28;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,1307483680587
11115001017520001;LOJA;01;01752;0001;,09;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,5711204449643
11115001017520002;LOJA;01;01752;0002;,15;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,0295183031626
11115001017520003;LOJA;01;01752;0003;1,68;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,8279430409252
11115001017520004;LOJA;01;01752;0004;,77;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,9437712984268
11115001017520005;LOJA;01;01752;0005;1,4;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,04778874328099
11115001017520006;LOJA;01;01752;0006;,05;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,3110690124163
11115001017520009;LOJA;01;01752;0009;1,59;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,65729757261677
11115001017520010;LOJA;01;01752;0010;,14;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,8607607936624
11115001017520011;LOJA;01;01752;0011;,02;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,3868038594292
11115001017520013;LOJA;01;01752;0013;,15;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;79,4478210290762
11115001017520014;LOJA;01;01752;0014;,26;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,1477361612343
11115001017520018;LOJA;01;01752;0018;,09;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,1059686369033
11115001017520022;LOJA;01;01752;0022;,24;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,9886385604578
11115001017520025;LOJA;01;01752;0025;,26;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,4389519818576
11115001017520028;LOJA;01;01752;0028;,85;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,1572375283176
11115001017520032;LOJA;01;01752;0032;1,34;9;4;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,9632744228638
11115001017520033;LOJA;01;01752;0033;,71;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;55,3822015376469
11115901019330001;LOJA;01;01933;0001;5,12;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,3199115986182
11115901019330003;LOJA;01;01933;0003;3,82;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,9622963226649
11115901019330004;LOJA;01;01933;0004;3,39;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,2490731706337
11115901019330005;LOJA;01;01933;0005;2,02;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,5120401003317
11115001020420003;LOJA;01;02042;0003;5,39;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,425439757452
11115001020420004;LOJA;01;02042;0004;8,54;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,7053022645863
11015401023280001;LOJA;01;02328;0001;17,48;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,1639437719637
11015401024390001;LOJA;01;02439;0001;20,98;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,4645251255446
11015901025980003;LOJA;01;02598;0003;1,24;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,068575867516
11015401027750001;LOJA;01;02775;0001;14,63;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,0769631461734
11015401027770001;LOJA;01;02777;0001;36,64;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,2987373671923
11015901029350001;LOJA;01;02935;0001;25,86;4;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,98582611361139
11015201037320006;LOJA;01;03732;0006;1,82;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,4134725511237
11015201037320010;LOJA;01;03732;0010;2,47;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,5548912451264
11015201037320012;LOJA;01;03732;0012;25,2;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,63788277964828
11016001039000004;LOJA;01;03900;0004;10,14;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,2596653685357
11016001048440001;LOJA;01;04844;0001;14,21;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,470821852008
11015101051110004;LOJA;01;05111;0004;,81;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,7971545654706
11015101051110010;LOJA;01;05111;0010;1,44;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,0422148462392
11015001066390002;LOJA;01;06639;0002;4,18;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,7428648380323
11016001067760007;LOJA;01;06776;0007;11,97;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,35660784887448
11015001070940002;LOJA;01;07094;0002;8,85;22;4;18;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,431195515614
11145301131820002;LOJA;01;13182;0002;18,75;12;12; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,44527292298905
11015001134400001;LOJA;01;13440;0001;7,82;20;8;12;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,5680993522981
11025101164820001;LOJA;01;16482;0001;9,77;6;5;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,9414284426839
11025001173860004;LOJA;01;17386;0004;5,46;28;6;22;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;83,347204374389
11025001191390001;LOJA;01;19139;0001;700;15; ;15;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,850568222692887
11115403001000004;LOJA;03;00100;0004;16,28;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;82,4644985300024
11115403001130001;LOJA;03;00113;0001;1,12;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;121,421753399341
11115403001130008;LOJA;03;00113;0008;3,34;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;87,661713898827
11115403001130012;LOJA;03;00113;0012;26,42;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,1006973707554
11115403001130013;LOJA;03;00113;0013;14,11;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,2446735925644
11115403001130014;LOJA;03;00113;0014;6,58;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,8467931991646
11115203001280001;LOJA;03;00128;0001;29,23;8;3;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,8774761471837
11115203001280004;LOJA;03;00128;0004;5,27;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,1399387178337
11115203001280007;LOJA;03;00128;0007;33,1;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;78,812984552188
11016003005910004;LOJA;03;00591;0004;5,02;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,8442980156452
11016003005910008;LOJA;03;00591;0008;25,59;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,683735685634
11115404000260001;LOJA;04;00026;0001;22,01;9;3;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,2465601730817
11115404000260003;LOJA;04;00026;0003;84,01;20;6;14;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,3118567913638
11115404000260004;LOJA;04;00026;0004;54,15;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,9293011719888
11115404000260005;LOJA;04;00026;0005;36,24;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,8922138763282
11135104001450010;LOJA;04;00145;0010;19,5;20;4;16;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,9495420093487
11065104002620011;LOJA;04;00262;0011;436,01;12; ;12;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,829780063509
12115002011960001;LOS RÍOS;02;01196;0001;430;11; ;11; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;0
12085102114260021;LOS RÍOS;02;11426;0021;2,5;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;80,2480305620487
12115061000992436;LOS RÍOS;61;00099;2436;430;11; ;11; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13145702073910001;MANABÍ;02;07391;0001;28;1; ;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,7826304194818
13055002085420001;MANABÍ;02;08542;0001;1000;6; ;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;0
13035102126060004;MANABÍ;02;12606;0004;130;30; ;30; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,43773847079067
13115002200020001;MANABÍ;02;20002;0001;20,6;1; ;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,8979788658435
13105102250140001;MANABÍ;02;25014;0001;300;23; ;23; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,57024442832413
13105202257230001;MANABÍ;02;25723;0001;22;15; ;15; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;21,2278987576115
13055061000992383;MANABÍ;61;00099;2383;1000;6; ;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13135162000990497;MANABÍ;62;00099;0497;20;3; ;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13135064000992071;MANABÍ;64;00099;2071;40;3; ;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
14045501005190001;MORONA SANTIAGO;01;00519;0001;100;3; ;3; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,84295575762737
14015301035250001;MORONA SANTIAGO;01;03525;0001;22,07;2; ;2; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;4,44509411737941
14015301035250002;MORONA SANTIAGO;01;03525;0002;30,09;4;1;3; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;16,1579378063202
14015001040020001;MORONA SANTIAGO;01;04002;0001;18,05;4;2;2; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;16,3656712790276
14115002000820004;MORONA SANTIAGO;02;00082;0004;26,53;3; ;3; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;16,8135449658141
14115003002230001;MORONA SANTIAGO;03;00223;0001;212,72;27; ;27; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;48,5200465613016
15015403010740008;NAPO;03;01074;0008;70;100;30;70; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;54,6760491727521
16015401027080001;PASTAZA;01;02708;0001;9,98;6;2;4; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;58,9529430153464
16016201039390002;PASTAZA;01;03939;0002;20;5;1;4; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;,166699271866395
16025203011200008;PASTAZA;03;01120;0008;11,29;16;5;11; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;18,390314168502
16016604002320011;PASTAZA;04;00232;0011;4;4;1;3; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;37,5860127885668
17016801006970005;PICHINCHA;01;00697;0005;31,85;15;7;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,50364793052616
17018101010970003;PICHINCHA;01;01097;0003;8; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,2784697274614
17016801021090001;PICHINCHA;01;02109;0001;240;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,72059208244858
17085001022730001;PICHINCHA;01;02273;0001;120;53;15;38;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,88220605415844
17016101027510001;PICHINCHA;01;02751;0001;17;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,8115626262942
17025301034110003;PICHINCHA;01;03411;0003;5;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,112890221085
17025601041790001;PICHINCHA;01;04179;0001;,56;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,1906876084755
17025601041870001;PICHINCHA;01;04187;0001;4,21;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,0717303109254
17025301042030002;PICHINCHA;01;04203;0002;1,22;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,650960807221126
17025301042450003;PICHINCHA;01;04245;0003;4,5;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,70758344201721
17025301042450007;PICHINCHA;01;04245;0007;1,75;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,0874091324814
17045401045660003;PICHINCHA;01;04566;0003;5;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,33495237436599
17045401045660008;PICHINCHA;01;04566;0008;1,5;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,0475855220943
17025301046240003;PICHINCHA;01;04624;0003;3,77;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,85854355092
17025301046240005;PICHINCHA;01;04624;0005;3,42;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,445394236519718
17025301046390001;PICHINCHA;01;04639;0001;5,13;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,4736750897746
17025301046390003;PICHINCHA;01;04639;0003;3,22;4;4; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,3694589668358
17025301049990005;PICHINCHA;01;04999;0005;3,82;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,1145742661487
17025301049990006;PICHINCHA;01;04999;0006;5;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,3814872232111
17045401050420001;PICHINCHA;01;05042;0001;2;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,6828892404546
17025601056620001;PICHINCHA;01;05662;0001;10,29;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,040604540453
17045401057200001;PICHINCHA;01;05720;0001;3;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;90,1326473170455
17045401057200002;PICHINCHA;01;05720;0002;2;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,91454082611065
17045401057200004;PICHINCHA;01;05720;0004;,67;8;3;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;166,295037700418
17045401057200005;PICHINCHA;01;05720;0005;,74;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;147,521276341046
17045401060490006;PICHINCHA;01;06049;0006;,6;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;91,6236633985654
17045401062940001;PICHINCHA;01;06294;0001;20;4;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,2480662781006
17045301084560001;PICHINCHA;01;08456;0001;27,74;24;9;15;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,0630642157728
17045301085290001;PICHINCHA;01;08529;0001;70,5;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,3876724556563
17045101086930003;PICHINCHA;01;08693;0003;,43;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;87,5201666685381
17045101086930004;PICHINCHA;01;08693;0004;,5;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,460156293035
17045001098380006;PICHINCHA;01;09838;0006;2;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,7577439808244
17015401100140004;PICHINCHA;01;10014;0004;,51;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,7365106744028
17025001113080004;PICHINCHA;01;11308;0004;4;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,0240983504767
17025001113230001;PICHINCHA;01;11323;0001;3,5;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,7495267769426
17025201125310008;PICHINCHA;01;12531;0008;,75;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,6862880933574
17015401139440001;PICHINCHA;01;13944;0001;10;20;10;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,2001189692526
17025201148610001;PICHINCHA;01;14861;0001;7;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,6938078392315
17025201155230006;PICHINCHA;01;15523;0006;1,17;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,7362628864068
17015001155770014;PICHINCHA;01;15577;0014;,6;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,0210762400168
17025201165490008;PICHINCHA;01;16549;0008;1;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;181,214378378606
17025201165490012;PICHINCHA;01;16549;0012;,2;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;191,981831217962
17018301165910002;PICHINCHA;01;16591;0002;11;1190;350;840;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;0
17016001166710002;PICHINCHA;01;16671;0002;11;1190;350;840;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;0
17016001166710004;PICHINCHA;01;16671;0004;2;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,4892953689861
17025201167420008;PICHINCHA;01;16742;0008;1,4;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,156928051740807
17025201167420009;PICHINCHA;01;16742;0009;3;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,8656208071993
17016001168860003;PICHINCHA;01;16886;0003;2;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,1573824374903
17016001168860006;PICHINCHA;01;16886;0006;4;8;5;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70,9710020072833
17016001169120001;PICHINCHA;01;16912;0001;9;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,3140532093186
17016001169120002;PICHINCHA;01;16912;0002;13;9;5;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,2695714799923
17016001169900001;PICHINCHA;01;16990;0001;13;9;5;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,65552652142205
17016001169900002;PICHINCHA;01;16990;0002;9;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,3215652665948
17015901179310001;PICHINCHA;01;17931;0001;5;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,1776779810594
17018501182540007;PICHINCHA;01;18254;0007;,18;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,048963143776
17018501182540013;PICHINCHA;01;18254;0013;,28;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,7024054622804
17018501182540020;PICHINCHA;01;18254;0020;,2;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;78,636065512312
17018501183230001;PICHINCHA;01;18323;0001;10,28;40;15;25;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,0797870250095933
17018501183230003;PICHINCHA;01;18323;0003;1,11;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,2167961877302
17018501183230004;PICHINCHA;01;18323;0004;1,6;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,5569481730157
17016601195810002;PICHINCHA;01;19581;0002;8,05;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,332162520068
17016401214830011;PICHINCHA;01;21483;0011;,2;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,4956002595123
17017601219990001;PICHINCHA;01;21999;0001;95;12;5;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,24967771611021
17017601220850002;PICHINCHA;01;22085;0002;95;12;5;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,41480335030156
17015201226420019;PICHINCHA;01;22642;0019;70;300;100;200;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,62998669725587
17017601232010001;PICHINCHA;01;23201;0001;560;60;20;40;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,986565976244004
17017601234820001;PICHINCHA;01;23482;0001;560;60;20;40;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,04617538730525
17017601238760001;PICHINCHA;01;23876;0001;400;150; ;150;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;0
17017601238880001;PICHINCHA;01;23888;0001;400;150; ;150;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;0
17017601243370002;PICHINCHA;01;24337;0002;350;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,561639685030285
17035001245570005;PICHINCHA;01;24557;0005;37,43;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,466847798512
17035201246730009;PICHINCHA;01;24673;0009;1,48;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,32793084318202
17035001248380001;PICHINCHA;01;24838;0001;7,3;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,01582322227
17035201251570001;PICHINCHA;01;25157;0001;4,54;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,444670792626
17035201251570004;PICHINCHA;01;25157;0004;86;8;2;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,34313732634204
17035401258480005;PICHINCHA;01;25848;0005;1;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,3991392939983
17017203000780006;PICHINCHA;03;00078;0006;45;9; ;9;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,9454050873856
17025403005790001;PICHINCHA;03;00579;0001;222;140;60;80;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,2628875974173
17017603008210003;PICHINCHA;03;00821;0003;20;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,9277735701452
17017603008210005;PICHINCHA;03;00821;0005;1000;250;25;225;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;0
17075104001120001;PICHINCHA;04;00112;0001;76,5;10;3;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,3287159545984
17017661000992865;PICHINCHA;61;00099;2865;400;150; ;150;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
17017661000992930;PICHINCHA;61;00099;2930;1000;250;25;225;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
17018564000991295;PICHINCHA;64;00099;1295;11;1190;350;840;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
18085501000500002;TUNGURAHUA;01;00050;0002;,44;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,4181176402543
18015301007350001;TUNGURAHUA;01;00735;0001;1,09;4;4; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,0943354318027
18015301007350002;TUNGURAHUA;01;00735;0002;1,84;12;4;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,7393418601965
18015301007350003;TUNGURAHUA;01;00735;0003;,74;18;6;12;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,9701297334002
18015301007350004;TUNGURAHUA;01;00735;0004;3,26;10;4;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,6102192683641
18015301007350005;TUNGURAHUA;01;00735;0005;,43;16;3;13;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,3268661010583
18015301007350007;TUNGURAHUA;01;00735;0007;,39;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,1140063016179
18015301007350009;TUNGURAHUA;01;00735;0009;,69;8;4;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,3700038200894
18015301007350010;TUNGURAHUA;01;00735;0010;,52;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,0672765241644
18015301007350014;TUNGURAHUA;01;00735;0014;,26;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,0669076077854
18015301007350017;TUNGURAHUA;01;00735;0017;,88;8;4;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,1682427823985
18015301007350018;TUNGURAHUA;01;00735;0018;,39;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,804883863116
18016701007520032;TUNGURAHUA;01;00752;0032;,45;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,3195558180152
18085001008810012;TUNGURAHUA;01;00881;0012;68;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,22971691957172
