Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vm_numl;vm_k821;vm_k822;vm_k823;vm_k824;vm_k825;vm_k826;vm_k827;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;va_nacidos;vm_subtmachos;vm_subthembras;TOTAL;fact_exp_fin
23015101047080002;SANTO DOMINGO DE LOS TSÁCHILAS;01;04708;0002;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,0994149990728
23015101047090001;SANTO DOMINGO DE LOS TSÁCHILAS;01;04709;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,837732177644
23015101047090001;SANTO DOMINGO DE LOS TSÁCHILAS;01;04709;0001;2;6; ; ; ;2;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;6;6;14,837732177644
23015101047090001;SANTO DOMINGO DE LOS TSÁCHILAS;01;04709;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,837732177644
23015101047090001;SANTO DOMINGO DE LOS TSÁCHILAS;01;04709;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,837732177644
23015101047090001;SANTO DOMINGO DE LOS TSÁCHILAS;01;04709;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,837732177644
23015101047090001;SANTO DOMINGO DE LOS TSÁCHILAS;01;04709;0001;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,837732177644
23015001049960004;SANTO DOMINGO DE LOS TSÁCHILAS;01;04996;0004;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,322803376790745
23015001049960004;SANTO DOMINGO DE LOS TSÁCHILAS;01;04996;0004;2;3; ; ; ; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;3;3;,322803376790745
23015001049960004;SANTO DOMINGO DE LOS TSÁCHILAS;01;04996;0004;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,322803376790745
23015001049960004;SANTO DOMINGO DE LOS TSÁCHILAS;01;04996;0004;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,322803376790745
23015001049960004;SANTO DOMINGO DE LOS TSÁCHILAS;01;04996;0004;5;240; ; ; ; ; ;240;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;240;240;,322803376790745
23015001049960004;SANTO DOMINGO DE LOS TSÁCHILAS;01;04996;0004;6;120; ; ; ;120; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;120; ;120;120;,322803376790745
23015001050390003;SANTO DOMINGO DE LOS TSÁCHILAS;01;05039;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,3562312654163
23015001050390003;SANTO DOMINGO DE LOS TSÁCHILAS;01;05039;0003;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,3562312654163
23015001050390003;SANTO DOMINGO DE LOS TSÁCHILAS;01;05039;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,3562312654163
23015001050390003;SANTO DOMINGO DE LOS TSÁCHILAS;01;05039;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,3562312654163
23015001050390003;SANTO DOMINGO DE LOS TSÁCHILAS;01;05039;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,3562312654163
23015001050390003;SANTO DOMINGO DE LOS TSÁCHILAS;01;05039;0003;6;3;2; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;2;1;3;12,3562312654163
23015001050540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05054;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,38376251622173
23015001050540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05054;0001;2;3;3; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3; ;3;5,38376251622173
23015001050540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05054;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,38376251622173
23015001050540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05054;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,38376251622173
23015001050540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05054;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,38376251622173
23015001050540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05054;0001;6;36;19; ; ;17; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36;19;17;36;5,38376251622173
23015101050840001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05084;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,64653833436838
23015101050840001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05084;0001;2;5;3; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3;2;5;6,64653833436838
23015101050840001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05084;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,64653833436838
23015101050840001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05084;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,64653833436838
23015101050840001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05084;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,64653833436838
23015101050840001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05084;0001;6;13;6; ; ;7; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13;6;7;13;6,64653833436838
23015001053540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05354;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06819366088063
23015001053540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05354;0001;2;3; ; ; ; ;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;3;3;1,06819366088063
23015001053540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05354;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06819366088063
23015001053540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05354;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06819366088063
23015001053540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05354;0001;5;240; ; ; ; ; ;240;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;240;240;1,06819366088063
23015001053540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05354;0001;6;120; ; ; ;120; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;120; ;120;120;1,06819366088063
23015001054170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0001;1;5; ;5; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;5; ;5;20,6612391651223
23015001054170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;20,6612391651223
23015001054170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;20,6612391651223
23015001054170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;20,6612391651223
23015001054170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;20,6612391651223
23015001054170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0001;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;20,6612391651223
23015001054170002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,05657681651766
23015001054170002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0002;2;1; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;1;1;3,05657681651766
23015001054170002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,05657681651766
23015001054170002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,05657681651766
23015001054170002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,05657681651766
23015001054170002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05417;0002;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,05657681651766
23015001055370001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05537;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,916231027763
23015001055370001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05537;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,916231027763
23015001055370001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05537;0001;3;1; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;1;1;2,916231027763
23015001055370001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05537;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,916231027763
23015001055370001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05537;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,916231027763
23015001055370001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05537;0001;6;135;44; ; ;91; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;135;44;91;135;2,916231027763
23015001056530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05653;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06819366088063
23015001056530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05653;0001;2;3; ; ; ; ;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;3;3;1,06819366088063
23015001056530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05653;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06819366088063
23015001056530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05653;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06819366088063
23015001056530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05653;0001;5;240; ; ; ; ; ;240;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;240;240;1,06819366088063
23015001056530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05653;0001;6;120; ; ; ;120; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;120; ;120;120;1,06819366088063
23015101057740001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05774;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,34669453270554
23015101057740001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05774;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,34669453270554
23015101057740001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05774;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,34669453270554
23015101057740001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05774;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,34669453270554
23015101057740001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05774;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,34669453270554
23015101057740001;SANTO DOMINGO DE LOS TSÁCHILAS;01;05774;0001;6;18;10; ; ;8; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18;10;8;18;9,34669453270554
23015001057900002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05790;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,28710153476589
23015001057900002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05790;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,28710153476589
23015001057900002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05790;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,28710153476589
23015001057900002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05790;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,28710153476589
23015001057900002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05790;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,28710153476589
23015001057900002;SANTO DOMINGO DE LOS TSÁCHILAS;01;05790;0002;6;70;30; ; ;40; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70;30;40;70;2,28710153476589
23015101060270001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06027;0001;1;4; ; ; ; ; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;4;4;20,0399777319541
23015101060270001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06027;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;20,0399777319541
23015101060270001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06027;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;20,0399777319541
23015101060270001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06027;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;20,0399777319541
23015101060270001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06027;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;20,0399777319541
23015101060270001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06027;0001;6;7;3; ; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7;3;4;7;20,0399777319541
23015101060320001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06032;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,6439855851971
23015101060320001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06032;0001;2;2; ;1;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2; ;2;14,6439855851971
23015101060320001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06032;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,6439855851971
23015101060320001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06032;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,6439855851971
23015101060320001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06032;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,6439855851971
23015101060320001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06032;0001;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,6439855851971
23015101060460001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06046;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,6978225457055
23015101060460001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06046;0001;2;2; ;1;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2; ;2;14,6978225457055
23015101060460001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06046;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,6978225457055
23015101060460001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06046;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,6978225457055
23015101060460001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06046;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,6978225457055
23015101060460001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06046;0001;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;14,6978225457055
23015101061530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06153;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,96980750155257
23015101061530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06153;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,96980750155257
23015101061530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06153;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,96980750155257
23015101061530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06153;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,96980750155257
23015101061530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06153;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,96980750155257
23015101061530001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06153;0001;6;7;2; ; ;5; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7;2;5;7;9,96980750155257
23015001063560001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06356;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,34669453270553
23015001063560001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06356;0001;2;1; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;1;1;9,34669453270553
23015001063560001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06356;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,34669453270553
23015001063560001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06356;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,34669453270553
23015001063560001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06356;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,34669453270553
23015001063560001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06356;0001;6;2;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;2; ;2;9,34669453270553
23015101064640001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06464;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,47735562616443
23015101064640001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06464;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,47735562616443
23015101064640001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06464;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,47735562616443
23015101064640001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06464;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,47735562616443
23015101064640001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06464;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,47735562616443
23015101064640001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06464;0001;6;18;10; ; ;8; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18;10;8;18;7,47735562616443
23015201067430001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0283743886512441
23015201067430001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0001;2;2; ;1; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;2;,0283743886512441
23015201067430001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0283743886512441
23015201067430001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0283743886512441
23015201067430001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0283743886512441
23015201067430001;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0001;6;15;7; ; ;8; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15;7;8;15;,0283743886512441
23015201067430002;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,82447477278412
23015201067430002;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,82447477278412
23015201067430002;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,82447477278412
23015201067430002;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,82447477278412
23015201067430002;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,82447477278412
23015201067430002;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0002;6;2;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;1;2;1,82447477278412
23015201067430003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;11,4991443221082
23015201067430003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0003;2;2; ; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;11,4991443221082
23015201067430003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;11,4991443221082
23015201067430003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;11,4991443221082
23015201067430003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;11,4991443221082
23015201067430003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0003;6;5;2; ; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;2;3;5;11,4991443221082
23015201067430004;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0004;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,67457255682917
23015201067430004;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0004;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,67457255682917
23015201067430004;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0004;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,67457255682917
23015201067430004;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0004;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,67457255682917
23015201067430004;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0004;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,67457255682917
23015201067430004;SANTO DOMINGO DE LOS TSÁCHILAS;01;06743;0004;6;6;4; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6;4;2;6;9,67457255682917
23015201069980003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06998;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;34,5553528003812
23015201069980003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06998;0003;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;34,5553528003812
23015201069980003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06998;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;34,5553528003812
